run_id,fuzzer,variant,kind,role,seed,inject_step,a4_step,mutated_value,mutated_word_hex,field_class,outcome_class,intrastep_local,interstep_local,global,layers_triple,failure_count,constraints_json
arguzz_INSTR_WORD_MOD_s4,arguzz,,INSTR_WORD_MOD,add,4,195,193,,0x00e585b3,src_reg,GLOBAL_REJECT,0,0,1,0/0/1,0,"[{""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
arguzz_INSTR_WORD_MOD_s5,arguzz,,INSTR_WORD_MOD,add,5,195,193,,0x00c595b3,operation,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at  OpSLL ( zirgen/circuit/rv32im/v2/dsl/inst_mul.zir :49:20)))"", ""residue"": 2013265920, ""cycle"": 14466, ""step"": 193, ""major"": 3, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at  OpSLL ( zirgen/circuit/rv32im/v2/dsl"", ""value"": 2013265920, ""verified"": false, ""reason"": ""non-scalar mutation""}}]"
arguzz_INSTR_WORD_MOD_s6,arguzz,,INSTR_WORD_MOD,add,6,195,193,,0x00c595b3,operation,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at  OpSLL ( zirgen/circuit/rv32im/v2/dsl/inst_mul.zir :49:20)))"", ""residue"": 2013265920, ""cycle"": 14466, ""step"": 193, ""major"": 3, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at  OpSLL ( zirgen/circuit/rv32im/v2/dsl"", ""value"": 2013265920, ""verified"": false, ""reason"": ""non-scalar mutation""}}]"
arguzz_INSTR_WORD_MOD_s7,arguzz,,INSTR_WORD_MOD,add,7,195,193,,0x00c585f3,control_flow,PROVE_ERROR,0,0,0,—,0,[]
arguzz_INSTR_WORD_MOD_s8,arguzz,,INSTR_WORD_MOD,add,8,195,193,,0x40c585b3,operation,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :104:18) at callsite( OpSUB ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :95:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :34:28))))"", ""residue"": 2013265889, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 1, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :104:18) at callsite( OpSUB ( zirgen/circuit/rv32"", ""value"": 2013265889, ""verified"": false, ""reason"": ""non-scalar mutation""}}]"
arguzz_INSTR_WORD_MOD_s9,arguzz,,INSTR_WORD_MOD,add,9,195,193,,0xc622e263,control_flow,PROVE_ERROR,0,0,0,—,0,[]
arguzz_LOAD_VAL_MOD_s0,arguzz,,LOAD_VAL_MOD,load_x,0,193,191,2,,,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 2013265920, ""cycle"": 14464, ""step"": 191, ""major"": 5, ""minor"": 2, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 2013265920, ""verified"": true, ""predicted"": 2013265920, ""observed"": 2013265920, ""formula"": ""(mutated - original) mod p"", ""original"": 3, ""mutated"": 2}}]"
arguzz_LOAD_VAL_MOD_s1,arguzz,,LOAD_VAL_MOD,load_x,1,193,191,2,,,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 2013265920, ""cycle"": 14464, ""step"": 191, ""major"": 5, ""minor"": 2, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 2013265920, ""verified"": true, ""predicted"": 2013265920, ""observed"": 2013265920, ""formula"": ""(mutated - original) mod p"", ""original"": 3, ""mutated"": 2}}]"
arguzz_LOAD_VAL_MOD_s2,arguzz,,LOAD_VAL_MOD,load_x,2,193,191,0,,,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 2013265918, ""cycle"": 14464, ""step"": 191, ""major"": 5, ""minor"": 2, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 2013265918, ""verified"": true, ""predicted"": 2013265918, ""observed"": 2013265918, ""formula"": ""(mutated - original) mod p"", ""original"": 3, ""mutated"": 0}}]"
arguzz_LOAD_VAL_MOD_s3,arguzz,,LOAD_VAL_MOD,load_x,3,193,191,4,,,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 1, ""cycle"": 14464, ""step"": 191, ""major"": 5, ""minor"": 2, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 1, ""verified"": true, ""predicted"": 1, ""observed"": 1, ""formula"": ""(mutated - original) mod p"", ""original"": 3, ""mutated"": 4}}]"
arguzz_LOAD_VAL_MOD_s4,arguzz,,LOAD_VAL_MOD,load_x,4,193,191,4,,,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 1, ""cycle"": 14464, ""step"": 191, ""major"": 5, ""minor"": 2, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 1, ""verified"": true, ""predicted"": 1, ""observed"": 1, ""formula"": ""(mutated - original) mod p"", ""original"": 3, ""mutated"": 4}}]"
arguzz_STORE_OUT_MOD_s0,arguzz,,STORE_OUT_MOD,store,0,196,194,6,,,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 2013265920, ""cycle"": 14467, ""step"": 194, ""major"": 6, ""minor"": 2, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 2013265920, ""verified"": true, ""predicted"": 2013265920, ""observed"": 2013265920, ""formula"": ""(mutated - original) mod p"", ""original"": 7, ""mutated"": 6}}]"
arguzz_STORE_OUT_MOD_s1,arguzz,,STORE_OUT_MOD,store,1,196,194,6,,,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 2013265920, ""cycle"": 14467, ""step"": 194, ""major"": 6, ""minor"": 2, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 2013265920, ""verified"": true, ""predicted"": 2013265920, ""observed"": 2013265920, ""formula"": ""(mutated - original) mod p"", ""original"": 7, ""mutated"": 6}}]"
arguzz_STORE_OUT_MOD_s2,arguzz,,STORE_OUT_MOD,store,2,196,194,0,,,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 2013265914, ""cycle"": 14467, ""step"": 194, ""major"": 6, ""minor"": 2, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 2013265914, ""verified"": true, ""predicted"": 2013265914, ""observed"": 2013265914, ""formula"": ""(mutated - original) mod p"", ""original"": 7, ""mutated"": 0}}]"
arguzz_STORE_OUT_MOD_s3,arguzz,,STORE_OUT_MOD,store,3,196,194,8,,,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 1, ""cycle"": 14467, ""step"": 194, ""major"": 6, ""minor"": 2, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 1, ""verified"": true, ""predicted"": 1, ""observed"": 1, ""formula"": ""(mutated - original) mod p"", ""original"": 7, ""mutated"": 8}}]"
arguzz_STORE_OUT_MOD_s4,arguzz,,STORE_OUT_MOD,store,4,196,194,8,,,CONSTRAINT_REJECT,1,0,0,1/0/0,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 1, ""cycle"": 14467, ""step"": 194, ""major"": 6, ""minor"": 2, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 1, ""verified"": true, ""predicted"": 1, ""observed"": 1, ""formula"": ""(mutated - original) mod p"", ""original"": 7, ""mutated"": 8}}]"
a4_full_COMP_OUT_MOD_s0,a4,FULL,COMP_OUT_MOD,add,0,195,193,6,,,CONSTRAINT_REJECT,1,0,1,1/0/1,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 2013265920, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 2013265920, ""verified"": true, ""predicted"": 2013265920, ""observed"": 2013265920, ""formula"": ""(mutated - original) mod p"", ""original"": 7, ""mutated"": 6}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_COMP_OUT_MOD_s1,a4,FULL,COMP_OUT_MOD,add,1,195,193,6,,,CONSTRAINT_REJECT,1,0,1,1/0/1,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 2013265920, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 2013265920, ""verified"": true, ""predicted"": 2013265920, ""observed"": 2013265920, ""formula"": ""(mutated - original) mod p"", ""original"": 7, ""mutated"": 6}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_COMP_OUT_MOD_s2,a4,FULL,COMP_OUT_MOD,add,2,195,193,0,,,CONSTRAINT_REJECT,1,0,1,1/0/1,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 2013265914, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 2013265914, ""verified"": true, ""predicted"": 2013265914, ""observed"": 2013265914, ""formula"": ""(mutated - original) mod p"", ""original"": 7, ""mutated"": 0}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_COMP_OUT_MOD_s3,a4,FULL,COMP_OUT_MOD,add,3,195,193,8,,,CONSTRAINT_REJECT,1,0,1,1/0/1,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 1, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 1, ""verified"": true, ""predicted"": 1, ""observed"": 1, ""formula"": ""(mutated - original) mod p"", ""original"": 7, ""mutated"": 8}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_COMP_OUT_MOD_s4,a4,FULL,COMP_OUT_MOD,add,4,195,193,8,,,CONSTRAINT_REJECT,1,0,1,1/0/1,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""residue"": 1, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""MemoryWrite(zirgen/circuit/rv32im/v2/dsl/mem.zir:99)"", ""value"": 1, ""verified"": true, ""predicted"": 1, ""observed"": 1, ""formula"": ""(mutated - original) mod p"", ""original"": 7, ""mutated"": 8}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s0,a4,FULL,INSTR_WORD_MOD,add,0,195,193,,0x00c5c5b3,operation,CONSTRAINT_REJECT,1,0,1,1/0/1,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at callsite( OpADD ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :90:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :33:28))))"", ""residue"": 4, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at callsite( OpADD ( zirgen/circuit/rv32"", ""value"": 4, ""verified"": false, ""reason"": ""non-scalar mutation""}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s10,a4,FULL,INSTR_WORD_MOD,add,10,195,193,,0x00c58593,format_change,CONSTRAINT_REJECT,1,0,1,1/0/1,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :102:19) at callsite( OpADD ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :90:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :33:28))))"", ""residue"": 2013265889, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :102:19) at callsite( OpADD ( zirgen/circuit/rv32"", ""value"": 2013265889, ""verified"": false, ""reason"": ""non-scalar mutation""}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s11,a4,FULL,INSTR_WORD_MOD,add,11,195,193,,0x00c581b3,dest_reg,GLOBAL_REJECT,0,0,1,0/0/1,0,"[{""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s12,a4,FULL,INSTR_WORD_MOD,add,12,195,193,,0x008585b3,src_reg,GLOBAL_REJECT,0,0,1,0/0/1,0,"[{""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s13,a4,FULL,INSTR_WORD_MOD,add,13,195,193,,0x00c785b3,src_reg,GLOBAL_REJECT,0,0,1,0/0/1,0,"[{""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s14,a4,FULL,INSTR_WORD_MOD,add,14,195,193,,0x00d585b3,src_reg,GLOBAL_REJECT,0,0,1,0/0/1,0,"[{""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s15,a4,FULL,INSTR_WORD_MOD,add,15,195,193,,0x9a780f93,format_change,CONSTRAINT_REJECT,2,0,1,2/0/1,2,"[{""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :102:19) at callsite( OpADD ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :90:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :33:28))))"", ""residue"": 2013265889, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :102:19) at callsite( OpADD ( zirgen/circuit/rv32"", ""value"": 2013265889, ""verified"": false, ""reason"": ""non-scalar mutation""}}, {""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :104:18) at callsite( OpADD ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :90:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :33:28))))"", ""residue"": 77, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :104:18) at callsite( OpADD ( zirgen/circuit/rv32"", ""value"": 77, ""verified"": false, ""reason"": ""non-scalar mutation""}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s16,a4,FULL,INSTR_WORD_MOD,add,16,195,193,,0x20c5c493,format_change,CONSTRAINT_REJECT,3,0,1,3/0/1,3,"[{""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :102:19) at callsite( OpADD ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :90:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :33:28))))"", ""residue"": 2013265889, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :102:19) at callsite( OpADD ( zirgen/circuit/rv32"", ""value"": 2013265889, ""verified"": false, ""reason"": ""non-scalar mutation""}}, {""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at callsite( OpADD ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :90:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :33:28))))"", ""residue"": 4, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at callsite( OpADD ( zirgen/circuit/rv32"", ""value"": 4, ""verified"": false, ""reason"": ""non-scalar mutation""}}, {""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :104:18) at callsite( OpADD ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :90:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :33:28))))"", ""residue"": 16, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :104:18) at callsite( OpADD ( zirgen/circuit/rv32"", ""value"": 16, ""verified"": false, ""reason"": ""non-scalar mutation""}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s18,a4,FULL,INSTR_WORD_MOD,add,18,195,193,,0x00c5a5b3,operation,CONSTRAINT_REJECT,1,0,1,1/0/1,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at callsite( OpADD ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :90:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :33:28))))"", ""residue"": 2, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at callsite( OpADD ( zirgen/circuit/rv32"", ""value"": 2, ""verified"": false, ""reason"": ""non-scalar mutation""}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s19,a4,FULL,INSTR_WORD_MOD,add,19,195,193,,0x00c5c5b3,operation,CONSTRAINT_REJECT,1,0,1,1/0/1,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at callsite( OpADD ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :90:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :33:28))))"", ""residue"": 4, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at callsite( OpADD ( zirgen/circuit/rv32"", ""value"": 4, ""verified"": false, ""reason"": ""non-scalar mutation""}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s2,a4,FULL,INSTR_WORD_MOD,add,2,195,193,,0x00c581b3,dest_reg,GLOBAL_REJECT,0,0,1,0/0/1,0,"[{""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s20,a4,FULL,INSTR_WORD_MOD,add,20,195,193,,0x00c5c5b3,operation,CONSTRAINT_REJECT,1,0,1,1/0/1,1,"[{""layer"": ""intrastep-local"", ""full_loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at callsite( OpADD ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :90:20) at  Misc0 ( zirgen/circuit/rv32im/v2/dsl/inst_misc.zir :33:28))))"", ""residue"": 4, ""cycle"": 14466, ""step"": 193, ""major"": 0, ""minor"": 0, ""provenance"": {""layer"": ""intrastep-local"", ""loc"": ""loc(callsite( VerifyOpcodeF3F7 ( zirgen/circuit/rv32im/v2/dsl/inst.zir :103:18) at callsite( OpADD ( zirgen/circuit/rv32"", ""value"": 4, ""verified"": false, ""reason"": ""non-scalar mutation""}}, {""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
a4_full_INSTR_WORD_MOD_s21,a4,FULL,INSTR_WORD_MOD,add,21,195,193,,0x00c58db3,dest_reg,GLOBAL_REJECT,0,0,1,0/0/1,0,"[{""layer"": ""global"", ""full_loc"": ""GLOBAL:family:memory residue nonzero"", ""residue"": null, ""cycle"": null, ""step"": null, ""major"": null, ""minor"": null, ""provenance"": null, ""family"": ""memory"", ""address"": null}]"
